Organization,Threat Actor,Date
incegd.com_inces.com,lockbit3_fs,1/1/2024
inces.com,lockbit3_fs,1/1/2024
intern.liceubarcelona.com,lockbit3_fs,1/1/2024
intranet.hoffsuemmer.de,lockbit3_fs,1/1/2024
ismea.int,lockbit3_fs,1/1/2024
it-root.com,lockbit3_fs,1/1/2024
janspec.com,lockbit3_fs,1/1/2024
jps.cr,lockbit3_fs,1/1/2024
kmalawfirm.com,lockbit3_fs,1/1/2024
knx.lan,lockbit3_fs,1/1/2024
lapostermobile.fr,lockbit3_fs,1/1/2024
litto.lan,lockbit3_fs,1/1/2024
logistia.net,lockbit3_fs,1/1/2024
magnar-eikeland.no,lockbit3_fs,1/1/2024
malle.clozdloop.com,lockbit3_fs,1/1/2024
mandiantyellowpress.com,lockbit3_fs,1/1/2024
medman.com,lockbit3_fs,1/1/2024
meritservices.org,lockbit3_fs,1/1/2024
mfidallas.com,lockbit3_fs,1/1/2024
mkbrokers.fin,lockbit3_fs,1/1/2024
moci.int,lockbit3_fs,1/1/2024
ms-hosted-tse.priv,lockbit3_fs,1/1/2024
murrays.cheese.com,lockbit3_fs,1/1/2024
mypolyplastics.com,lockbit3_fs,1/1/2024
northernins.ca,lockbit3_fs,1/1/2024
nwtf-ho.org,lockbit3_fs,1/1/2024
office.athesis.org,lockbit3_fs,1/1/2024
opt.com,lockbit3_fs,1/1/2024
optimissa.into,lockbit3_fs,1/1/2024
orchestra.net,lockbit3_fs,1/1/2024
plumascounty.countyofplumas.com,lockbit3_fs,1/1/2024
poultry.loc,lockbit3_fs,1/1/2024
prairie.prairiesedgecasino.com,lockbit3_fs,1/1/2024
prefimetal.int,lockbit3_fs,1/1/2024
ptilhk.com,lockbit3_fs,1/1/2024
reust.ads,lockbit3_fs,1/1/2024
roma.enit,lockbit3_fs,1/1/2024
rosslare.com.hk2,lockbit3_fs,1/1/2024
sbc.com,lockbit3_fs,1/1/2024
securedoffers.com,lockbit3_fs,1/1/2024
sefnet.rj,lockbit3_fs,1/1/2024
smd.shimamura.gr.jp,lockbit3_fs,1/1/2024
smjcorp.net,lockbit3_fs,1/1/2024
soenen-golfkarton.lan,lockbit3_fs,1/1/2024
spherechina.com,lockbit3_fs,1/1/2024
stairs.rintal.com,lockbit3_fs,1/1/2024
stocker.ora,lockbit3_fs,1/1/2024
teleprocorp.com.mx,lockbit3_fs,1/1/2024
terminal.com,lockbit3_fs,1/1/2024
tojin.com.tw,lockbit3_fs,1/1/2024
unified-it.com,lockbit3_fs,1/1/2024
vvrmc.org,lockbit3_fs,1/1/2024
whse.iibg.ca,lockbit3_fs,1/1/2024
wolfbergalvarez.corp,lockbit3_fs,1/1/2024
workcrossing.it,lockbit3_fs,1/1/2024
worldnetlogistics.com,lockbit3_fs,1/1/2024
wsretailers.com,lockbit3_fs,1/1/2024
ymcawashdc.org,lockbit3_fs,1/1/2024
zentrumdreilinden.ch,lockbit3_fs,1/1/2024
zgoda.ad,lockbit3_fs,1/1/2024
