Victim,Group,Date
Emotrans Chile,nightspire,4/8/2025
meeksgroup.com,safepay,4/8/2025
The Fullerton Hotelsand Resorts,akira,4/8/2025
This entry has been removed following a request from the company.,safepay,4/8/2025
Zaphira Uniformes,nightspire,4/8/2025
Doman Building Materials Group,interlock,4/7/2025
galesburg.org,kairos,4/7/2025
Galesburg Area Chamber of Commerce,kairos,4/7/2025
CVTE,hellcat,4/7/2025
P**o***,hellcat,4/7/2025
Potomac Financial Services,hellcat,4/7/2025
Coulter & Tateoka,dragonforce,4/7/2025
Telecontrol,ransomhouse,4/7/2025
Precision Textiles,dragonforce,4/7/2025
[DISCLOSED]Cell C,ransomhouse,4/7/2025
IDS Infotech,hunters,4/7/2025
ASOLO DOLCE SAS,akira,4/7/2025
Dar Al Teb,gunra,4/7/2025
niemann.de,safepay,4/7/2025
Privat-Spitex Schweiz GmbH,qilin,4/7/2025
SMYK,akira,4/7/2025
sunbayhotel.com,qilin,4/7/2025
TIME Group,akira,4/7/2025
asiapacificex.com,lockbit3,4/6/2025
Dubai Company,devman,4/6/2025
tecnologias.mspz2.gob.ec,babuk2,4/6/2025
Hofmann FÃ¶rdertechnik GmbH,hunters,4/6/2025
Groupe Delcourt,hunters,4/6/2025
grupotersa.com.mx,lockbit3,4/6/2025
graphiquedefrance.com,lockbit3,4/6/2025
Swiss Capitals Group,rhysida,4/6/2025
Nicera,nightspire,4/6/2025
caschile.cl,VanHelsing,4/5/2025
Hawk Technology,play,4/5/2025
Csm Engineering,play,4/5/2025
Baltimore Steel Erectors,play,4/5/2025
ABITL Finishing,play,4/5/2025
L&amp;S Mechanical (Reuploaded),spacebears,4/5/2025
TEDOM,hunters,4/5/2025
Nexia Poyiadjis IT,hunters,4/5/2025
LeoVegas AB,hellcat,4/5/2025
Racami,hellcat,4/5/2025
Asseco,hellcat,4/5/2025
Apex Logistics International,sarcoma,4/5/2025
FUJIFILM,sarcoma,4/5/2025
Blackmon Mooring,hunters,4/5/2025
Industrial Corona de MÃ©xico,spacebears,4/5/2025
McLaughlin & Stern,SilentRansomGroup,4/5/2025
Roger Keith and Sons Insurance Agency,SilentRansomGroup,4/5/2025
https://www.mmwec.org,blacksuit,4/5/2025
Eagle Distilleries,cicada3301,4/5/2025
eu-rec.de,safepay,4/5/2025
mylikowines.co.uk,safepay,4/5/2025
Optimax Technology,qilin,4/5/2025
packagesteel.com,safepay,4/5/2025
scheuerle-stuttgart.de,safepay,4/5/2025
Royal Glass,play,4/4/2025
Texla Energy Management,dragonforce,4/4/2025
IACC Holdings,dragonforce,4/4/2025
Fraser Trebilcock,play,4/4/2025
Source Photonics,frag,4/4/2025
Sansone Group,hunters,4/4/2025
National Sign corp,hunters,4/4/2025
National Ticket Company,bert,4/4/2025
The ToolShed,sarcoma,4/4/2025
Woodmen Valley Chapel,sarcoma,4/4/2025
Metal Sales Manufacturing Corporation,morpheus,4/4/2025
rheinmetall.com (Rheinmetall Defence),babuk2,4/4/2025
turkish defense military,babuk2,4/4/2025
AWM Alliance Real Estate Group Ltd.,akira,4/4/2025
DELOPT,akira,4/4/2025
dgr.at,qilin,4/4/2025
Ersar,warlock,4/4/2025
gewandhaus.bayern,safepay,4/4/2025
Henna Chevrolet,akira,4/4/2025
metten-maas.de,safepay,4/4/2025
"Mid-America POOL RENOVATION, Inc",nightspire,4/4/2025
morricetransportation.com,safepay,4/4/2025
NCVOO,warlock,4/4/2025
"Parker Fabrication, Inc",akira,4/4/2025
raymurray.com,qilin,4/4/2025
RORZE Technology Inc.,akira,4/4/2025
Sinari's software POC,qilin,4/4/2025
Sistel Connections,nightspire,4/4/2025
yumaspazio.com,qilin,4/4/2025
Secret plans of Indian army,babuk2,4/3/2025
Bangladesh Armed Forces (BangLadesh Army),babuk2,4/3/2025
Saudi Arabian military and government internal center,babuk2,4/3/2025
Hellenic Airforce,babuk2,4/3/2025
gangotreehomes.com (RealEstate),babuk2,4/3/2025
"Latronica Law Firm, P.C",morpheus,4/3/2025
kfar hatta medical center - Lebanon,babuk2,4/3/2025
Iran gas service system,babuk2,4/3/2025
Condista,dragonforce,4/3/2025
Alton Steel,lynx,4/3/2025
Regionale Verkehrsbetriebe,play,4/3/2025
Parvin-Clauss Sign Company,play,4/3/2025
ezbuy.sg (Singapore Shopping),babuk2,4/3/2025
OTA Management,play,4/3/2025
Polizia italia mail access,babuk2,4/3/2025
zalora.sg (Singapore Shopping),babuk2,4/3/2025
Lifebreath,play,4/3/2025
Hop Industries,play,4/3/2025
Audit Accounting Advisory Taxes,nightspire,4/3/2025
CCHC Healthcare,qilin,4/3/2025
Fuller Metric Parts,akira,4/3/2025
Gem-Dandy Accessories,akira,4/3/2025
L&S Mechanical (Reuploaded),spacebears,4/3/2025
Madison School District Schools,interlock,4/3/2025
www.sanmarti.es,kraken,4/3/2025
Fulfillment Plus,play,4/2/2025
A little gift of exclusive data for everyone,daixin,4/2/2025
aosense.com - AO Sense INC.,babuk2,4/2/2025
navy-mil-bd,babuk2,4/2/2025
Clarity Ventures,rhysida,4/2/2025
crownlaboratories.com,abyss,4/2/2025
BrÃ¼gger Architekten AG,killsec,4/2/2025
Royal Saudi Air Force,killsec,4/2/2025
Collective Architecture,killsec,4/2/2025
IMA Global,killsec,4/2/2025
US BioTek Laboratories,killsec,4/2/2025
drdo.gov.in,babuk2,4/2/2025
The Hoff Brand SL Data Leak,everest,4/2/2025
BTHK,warlock,4/2/2025
caliendoarchitects.com,qilin,4/2/2025
"Entech Sales & Service, LLC",akira,4/2/2025
hagemann-h.de,safepay,4/2/2025
Mikado Publicis,akira,4/2/2025
Naza TTDI Sdn Bhd,akira,4/2/2025
Prima Power,akira,4/2/2025
Socarpor,akira,4/2/2025
Taking stock of March 2025,akira,4/2/2025
www.anubis-cosmetics.com,kraken,4/2/2025
www.gchd.org,qilin,4/2/2025
www.humac.dk,kraken,4/2/2025
uniproof.com.br,babuk2,4/1/2025
DG2 Design,anubis,4/1/2025
Altara,dragonforce,4/1/2025
National Electronic Transit (N.E.T),dragonforce,4/1/2025
(UPDATE) - whitecapcanada.com,babuk2,4/1/2025
The Loretto Hospital,incransom,4/1/2025
FS Tool Corporation,medusa,4/1/2025
Krypton Solutions,medusa,4/1/2025
"Alora Pharmaceuticals, LLC",morpheus,4/1/2025
State&#39;s Attorney Office,kairos,4/1/2025
747 Studios,killsec,4/1/2025
BenefitElect,killsec,4/1/2025
Ocuco,killsec,4/1/2025
Workers InformÃ¡tica Ltda,killsec,4/1/2025
Testima Engineering,killsec,4/1/2025
Brella,killsec,4/1/2025
Fancy Films,killsec,4/1/2025
europtec.com,ransomhub,4/1/2025
Lendco,killsec,4/1/2025
Nydegger + Finger AG,killsec,4/1/2025
delta-life.com,ransomhub,4/1/2025
intellioan.com,ransomhub,4/1/2025
jackpotjunction.com,ransomhub,4/1/2025
Dorel Home,killsec,4/1/2025
Hexicor,killsec,4/1/2025
AAPG,killsec,4/1/2025
Hanna Global Solutions,killsec,4/1/2025
Flagship Press Flagship Press,killsec,4/1/2025
"Bamar Plastics, Inc.",akira,4/1/2025
InterLOGIC Inc,nightspire,4/1/2025
Mercury Integrated Manufacturing,akira,4/1/2025
"Secretaria de Educacion de Veracruz, SEV",nightspire,4/1/2025
STORT,nightspire,4/1/2025
