Organization,Threat Actor,Date
thomasmhughes.com,qilin,9/26/2025
Thompson+Hanson,payoutsking,7/14/2025
tiergesundheitszentrum-koenigslutter.de,incransom,7/10/2025
Tiger Communications,qilin,7/18/2025
TimHaahs,akira,9/12/2025
tissot.com,qilin,7/29/2025
Title XI,akira,7/16/2025
TLD Law.com,incransom,9/24/2025
Tom Duffy Company,akira,9/30/2025
Tomb Multimedia Productions,dragonforce,8/21/2025
TOMEI GROUP Inc.,incransom,7/22/2025
Tooling Systems Group,lynx,7/28/2025
Toowoomba Friendly Society Dispensary,dragonforce,8/30/2025
TOP Ships,akira,8/11/2025
Top4Fans,killsec,9/22/2025
"Town of Chatham, MASSACHUSETTS",qilin,8/29/2025
"Town of Vienna, VA",cephalus,8/26/2025
Towne Mortgage,blackbyte,7/30/2025
TOYOTA ASIA TOYOTA INDIA,blacknevas,8/28/2025
Tra ***,crypto24,7/16/2025
TRAF Industrial Products Inc,anubis,8/28/2025
transelectric.co.il,safepay,8/19/2025
transnova-ruf.de,incransom,9/10/2025
Trans-Tex,rhysida,8/12/2025
TRANTRONICS,sinobi,8/20/2025
TRAUM Investment Co.,qilin,9/30/2025
Travancore Analytics,play,8/11/2025
trchealthcare.com,qilin,9/15/2025
Tri Thuc Software,desolator,8/30/2025
Tri-Century Eye Care,pear,9/18/2025
trico176.org/USA/180GB,kairos,8/25/2025
Trilinklogistics Inc / Leacked by www.etornetworks.com/,incransom,7/14/2025
TRS Industries,akira,8/11/2025
"Trucchi's Supermarkets, Inc.",radar,9/15/2025
True World Group LLC,lynx,8/19/2025
Trustar Capital Management Co,qilin,9/25/2025
TSAI CAPITAL,d4rk4rmy,8/7/2025
tsaworld.com,incransom,7/7/2025
"TSI Accessory Group,Stanley Creations Inc, iStar Jewelry, Roman & Sunstone.",akira,9/3/2025
Tu*******ne,cloak,8/9/2025
TuftsMedicine,cloak,9/7/2025
"Tuna Processors Phillipines, Inc",nightspire,7/6/2025
Tunad,arcusmedia,9/17/2025
Turf Care Store,akira,9/30/2025
Twaweza,nightspire,7/4/2025
Twin Oaks Presbyterian Church,pear,7/3/2025
txpregnancy.org - Fake Abortion Clinics Exposed,cephalus,8/26/2025
U.S. Battery,pear,7/21/2025
Uganda Electricity Transmission Company Limited,qilin,8/18/2025
umweltprofis.at,safepay,9/1/2025
UNIDEL Ventures Pvt,nova,9/3/2025
United Machine,play,9/19/2025
United Pharma,sinobi,9/18/2025
Universal Group For Engineering and Consulting,incransom,8/21/2025
Universal Software Solutions,spacebears,7/3/2025
Universidad Mayor,direwolf,7/20/2025
Universite de Pau et du Pays de lAdour,nova,9/29/2025
University of Puerto RicoRÇðo Piedras Campus,d4rk4rmy,7/8/2025
unyleya.edu.br,rebornvc,7/8/2025
UPG Enterprises,direwolf,7/8/2025
US Graphite,pear,9/14/2025
USA Military Alumni Networks,bqtlock,7/31/2025
usadebusk.com,embargo,9/20/2025
usai.io,safepay,9/1/2025
usenergy,medusalocker,9/14/2025
UwayApply,killsec,9/22/2025
uwock.ca,safepay,8/29/2025
Valufinder Group,beast,9/24/2025
Van Hook Dental Studio,beast,8/25/2025
VANCHOR Asset Management,qilin,9/15/2025
Vanderpool Construction,play,9/1/2025
Vantage Finance,everest,7/21/2025
Vardeco,akira,9/8/2025
Vcinity,play,9/22/2025
venetianassociates.com,safepay,9/17/2025
Venezia,akira,9/10/2025
Venezuela Re,thegentlemen,9/9/2025
Venlogistics,incransom,9/15/2025
venturecreditunion.com,qilin,8/12/2025
Vicon,incransom,9/14/2025
Victoria Garden,lynx,7/9/2025
Viking Automation,everest,7/28/2025
villagecoin.com,qilin,7/1/2025
VINHAS E REDENSCHI ADVOGADOS,d4rk4rmy,7/28/2025
VINSON & ELKINS LLP,d4rk4rmy,8/16/2025
VIR,lynx,9/24/2025
VirMedice,pear,9/15/2025
Virtual Projects (virtualprojects.build),J,9/29/2025
VIRTUALWEB.US,BrainCipher,7/28/2025
Vitec,incransom,7/17/2025
VM Racing,qilin,7/13/2025
volanno.com,lynx,9/4/2025
volinc.com,qilin,9/15/2025
volpatoindustrie.it,qilin,7/7/2025
Volt,coinbasecartel,9/15/2025
Voltus GmbH,everest,8/15/2025
Volumex Lease,radar,9/15/2025
Von Paris Moving,akira,9/30/2025
Votava Nantz & Johnson,dragonforce,7/28/2025
VTK Legal,killsec,9/22/2025
W.L. FOODS,direwolf,7/28/2025
Wakefield & Associates,coinbasecartel,9/15/2025
WalletKu Indompet Indonesia,killsec,9/28/2025
WaltersMorgan Construction,sinobi,9/28/2025
Wargo French,akira,9/18/2025
Warisan TC Holdings Berhad,crypto24,7/9/2025
Washington Prime Group Inc,worldleaks,9/23/2025
Watchfinder & Co,everest,7/21/2025
waterfordsurgicalcenter.com,safepay,9/1/2025
Watsonville Community Hospital,sinobi,8/9/2025
Waverly Cabinets,dragonforce,7/16/2025
waverlychildcare.org,safepay,9/10/2025
waxhaw.com,qilin,9/25/2025
Weathercraft Companies,qilin,8/27/2025
webcids.com,warlock,8/17/2025
Websterhenry.com,teamxxx,7/2/2025
webville.net,warlock,9/16/2025
Wedlich,dragonforce,8/4/2025
Wegley Higginbotham & Associates,akira,7/11/2025
Weisman Children's,interlock,8/4/2025
Welcome Financial Group,qilin,8/18/2025
welldone.com.tw,qilin,8/20/2025
Weschler's Auctioneers,securotrop,9/30/2025
West Chester,pear,9/14/2025
WEST Inc.,qilin,9/25/2025
wfd2027uae.ae,warlock,8/17/2025
Wfmt,play,7/8/2025
WH Rogers Sheet Metal,qilin,7/15/2025
Wharton Independent,thegentlemen,9/9/2025
Whim Hospitality,play,7/1/2025
White Birch Paper,sinobi,8/9/2025
White Coffee Corporation,medusa,7/30/2025
White Horse Packaging,play,7/28/2025
whiteconlee.com,incransom,7/31/2025
WIBAIE,qilin,7/18/2025
Wier Boerner Allin,interlock,8/22/2025
wilderlawfirm,cephalus,8/28/2025
Williams Patent Crusher & PulverizerCo.,akira,9/3/2025
wilsonatllaw.com,safepay,9/1/2025
Windsor Door,qilin,7/21/2025
Wine Works Australia,direwolf,8/25/2025
Wingpoh_SG,incransom,7/17/2025
Winner School District 59-2,beast,7/13/2025
Wispone,akira,7/10/2025
"Wood, Patel & Associates",play,7/8/2025
woodboure,warlock,8/17/2025
Woodside,akira,8/11/2025
Wouters France,qilin,9/10/2025
Ws*******.de,cloak,7/7/2025
Wstg-steuerberater.de,cloak,8/9/2025
wta-inc.com,safepay,7/26/2025
wvpca.org,incransom,7/31/2025
www.afmco.jo,qilin,7/30/2025
www.apm-finance.de,qilin,9/23/2025
www.balkankalip.com,qilin,7/17/2025
www.barobinson.com,qilin,7/23/2025
www.braswellsvc.com,devman,9/29/2025
www.captrade.com,qilin,8/14/2025
www.chicagobotanic.org,devman,9/29/2025
www.chinup.com.tw,qilin,9/24/2025
www.cr-installers.com,qilin,9/24/2025
www.diethelmtravel.com,devman,8/4/2025
www.dimarcogroup.com,lynx,9/2/2025
www.e***.gov.eg,devman,7/13/2025
www.ecodemolizionisrl.com,qilin,8/23/2025
www.entecheng.com,incransom,7/24/2025
www.georgeallenconstruction.com,kraken,7/10/2025
www.gillette-ac.com,qilin,8/21/2025
www.greneker.com,qilin,8/22/2025
www.independentpaperboard.com,lynx,9/18/2025
www.intereum.com,qilin,7/11/2025
www.labiennale.org,incransom,7/24/2025
www.lincecomercial.com,incransom,7/24/2025
www.mada.com.kw,kraken,7/25/2025
www.margaritavilleatsea.com,lynx,9/23/2025
www.meduane-habitat.fr,qilin,9/23/2025
www.medwayplastics.com,lynx,9/4/2025
www.melenco.com,incransom,9/10/2025
www.metrotech.edu,lynx,9/4/2025
www.midcity.lk,yurei,9/5/2025
www.milkagro.sk/Slovakia/335GB,kairos,9/23/2025
www.mpmimports.com.cy,qilin,9/24/2025
www.nuggetent.com,qilin,8/26/2025
www.officepro.cl,qilin,9/24/2025
www.onahotels.com,lynx,9/4/2025
www.optyma.co.uk,kraken,7/22/2025
www.p***e*u**h***.us,devman,9/15/2025
www.pefco.com,lynx,7/29/2025
www.pomerandboccia.com,kraken,7/15/2025
www.primax.com,lynx,9/4/2025
www.pure-chemical.com,devman,9/3/2025
www.reliablecontrols.com,incransom,7/22/2025
www.roscovision.com,incransom,9/15/2025
www.s*i***gr*u*.com,devman,9/6/2025
www.sbdl.net,incransom,8/29/2025
www.shimaogroup.com,devman,9/15/2025
www.simmonsboardman.com,lynx,9/4/2025
www.sixgunsllc.com,lynx,9/4/2025
www.sonoshowmoveis.com.br,mydata,9/29/2025
www.sonoshowmoveis.com.br,alphalocker,9/29/2025
www.thepromisenig.com,yurei,9/8/2025
www.v4ulogistic.com/ Leaked by www.etornetworks.com,incransom,7/14/2025
www.vdyne.com,qilin,9/17/2025
www.wheelsauto.com,kraken,7/10/2025
www.wrapex.ca,devman,9/30/2025
www.wyongleagues.com.au,qilin,8/22/2025
www.ziegler-design.de,lynx,9/4/2025
Wytech Industries,akira,8/11/2025
wytechnology.local,warlock,8/17/2025
WZV Warndt,obscura,9/5/2025
XCAssociates,qilin,9/25/2025
XChief / ForexChief,killsec,9/28/2025
Xperthair,qilin,8/16/2025
Yapi Teknik Proje,qilin,7/28/2025
Yooshin Engineering Corporation,qilin,9/27/2025
Young Adjustment Company,moneymessage,7/15/2025
Your Building Centers,interlock,7/4/2025
zanettisrl.it,safepay,8/29/2025
ZCORP,rhysida,8/27/2025
Zebra Asset Management Co,qilin,9/17/2025
ZEF,qilin,9/21/2025
ZMM,akira,8/15/2025

