Victim,Group,Date
Martin Energy Group Services,medusa,2/22/2025
Metropolitan Borough of Gateshead,medusa,2/22/2025
CCOO Servicios,hunters,2/22/2025
SPEED Co,hunters,2/22/2025
G&amp,killsecurity,2/23/2025
ondaralogistica.com,ransomhub,2/23/2025
G&M Direct Hire,killsec,2/23/2025
Novi Community School District,killsec,2/23/2025
"BluAgent Technologies, Inc",killsec,2/23/2025
Shaghalni,killsec,2/23/2025
"Gitlabs: Naphix, WDNA, Bayteq",fog,2/23/2025
Naphix,fog,2/23/2025
WDNA,fog,2/23/2025
Bayteq,fog,2/23/2025
The Northwestern Illinois Association,cicada3301,2/23/2025
Northern Management,cicada3301,2/23/2025
"Goldstein Law Group, S.C.",cicada3301,2/23/2025
"Digital Technology Co., Ltd.",cicada3301,2/23/2025
www.famcomachine.com,ransomhub,2/23/2025
Johnson's Nursery,cicada3301,2/24/2025
steelwarehouse.com,cactus,2/24/2025
pace-usa.com,cactus,2/24/2025
branchgroup.com,cactus,2/24/2025
grede.com,cactus,2/24/2025
associatedasset.com,cactus,2/24/2025
electrocraft.com,cactus,2/24/2025
StÃ¼rmer Maschinen,lynx,2/24/2025
IDEA Expertises,lynx,2/24/2025
Planet One,lynx,2/24/2025
Geokon,lynx,2/24/2025
Metro Supply Chain Group.,qilin,2/24/2025
regulvar.com,cactus,2/24/2025
everelgroup.com,cactus,2/24/2025
amalgamatedsugar.com,cactus,2/24/2025
formanmills.com,cactus,2/24/2025
aiibeauty.com,cactus,2/24/2025
chfindustries.com,cactus,2/24/2025
Thornton EngineeringAustralia Pty Ltd,akira,2/24/2025
Cronos Europa,akira,2/24/2025
Advantage Home Construction Insurance,akira,2/24/2025
DZL,morpheus,2/24/2025
"Navien, Inc.",akira,2/24/2025
Fireplace Warehouse,kairos,2/24/2025
thefireplacewarehouse.co.uk,kairos,2/24/2025
denbyco.co.uk,ransomhub,2/24/2025
"[DISCLOSED] Aishu, Eshoo",ransomhouse,2/24/2025
Mercy SupplyCollaborative,akira,2/24/2025
compactmould.com,ransomhub,2/24/2025
neatem.fr | Update!,braincipher,2/25/2025
Xepa Soul,lynx,2/25/2025
pacresmortgage.com,lynx,2/25/2025
acmefan.com,lynx,2/25/2025
Birdsall Muller LLC,cicada3301,2/25/2025
Executive Agenda,cicada3301,2/25/2025
First Defense Fire Protection,anubis,2/25/2025
Comercializadora S&E PerÃº,anubis,2/25/2025
"Summit Home Health, INC.",anubis,2/25/2025
Pound Road Medical Centre,anubis,2/25/2025
GANRO,lynx,2/25/2025
Vvf Ilinois Services,lynx,2/25/2025
tequaly.com,embargo,2/25/2025
unila.edu.mx,lockbit3,2/25/2025
essenzamovies.com.br,lockbit3,2/25/2025
ossc.mx,lockbit3,2/25/2025
PPS Services Group,lynx,2/25/2025
January 2025 results,akira,2/25/2025
Old NationalEvents Plaza,akira,2/25/2025
Dinizulu Law Group LTD,morpheus,2/25/2025
South Georgia Accounting Services,spacebears,2/25/2025
MNJ Technologies Direct,akira,2/25/2025
ba**********.org,cloak,2/25/2025
Merkanti Bank Ltd,akira,2/25/2025
tni.mil.id,apt73,2/25/2025
www.bwdtechnology.com,ransomhub,2/25/2025
lifting.com,cactus,2/25/2025
hgmlegal.com,ransomhub,2/25/2025
www.confabca.com,ransomhub,2/25/2025
www.ateliermonarque.com,ransomhub,2/25/2025
www.wpisd.com,ransomhub,2/25/2025
www.rgb.com,ransomhub,2/25/2025
www.avalon-hotel.com,ransomhub,2/25/2025
bluedge.com,cactus,2/25/2025
"The Siegel Group, Inc.",interlock,2/25/2025
Friendship House,medusa,2/25/2025
Mundelein Park & Recreation District,medusa,2/25/2025
Laurens School District 56,medusa,2/25/2025
Heartland Health Center,medusa,2/25/2025
Aurora Boardworks,medusa,2/25/2025
megamtls.com,incransom,2/25/2025
National AirVibrator,akira,2/25/2025
ALCOTT HR GROUP,play,2/25/2025
First Federal Savings & Loan,play,2/25/2025
Fairhaven Shipyard Companies,play,2/25/2025
Radco Industries,play,2/25/2025
Convert Solar,play,2/25/2025
welcompanies.com,ransomhub,2/25/2025
Benjamin Consulting Services,cicada3301,2/25/2025
Genea,termite,2/26/2025
Arcandco,termite,2/26/2025
Rooks Rider Solicitors,termite,2/26/2025
National Legal Service,termite,2/26/2025
London Belgravia,termite,2/26/2025
Surface 678,qilin,2/26/2025
ITU AbsorbTech,lynx,2/26/2025
powelltool.com,lynx,2/26/2025
Sound Ideas,qilin,2/26/2025
Chimu Agropecuaria S.A.,akira,2/26/2025
alphabaking.com,cactus,2/26/2025
holtcat.com,cactus,2/26/2025
Nichino Ryokka Co Ltd,hunters,2/26/2025
Omni United,hunters,2/26/2025
Vermeer Mexico,hunters,2/26/2025
www.emeryair.net,ransomhub,2/26/2025
www.amerasphalt.com,ransomhub,2/26/2025
www.cmsg.cl,ransomhub,2/26/2025
www.obrienavocats.qc.ca,ransomhub,2/26/2025
Kendall Auto Group,hunters,2/26/2025
www.newburghhealthcarecenter.com,ransomhub,2/26/2025
caltrol.com,cactus,2/26/2025
Muller Insurance,play,2/26/2025
Nationz Technologies Inc.,ransomhouse,2/26/2025
"Gitlabs: Synelixis Solutions, INGV, VMO Holdings",fog,2/26/2025
Story Environmental,play,2/26/2025
www.kppm.com,ransomhub,2/26/2025
www.envirolabsinc.com,ransomhub,2/26/2025
Finck Cigar,play,2/27/2025
3cBSI,play,2/27/2025
Biogena GmbH & Co KG,lynx,2/27/2025
Soco systems,qilin,2/27/2025
jtu.com.br,lockbit3,2/27/2025
Autohaus KieÃŸling,akira,2/27/2025
Sterling BMW,akira,2/27/2025
Gilbert,RunSomeWares,2/27/2025
"F&V Capital Management, LLC (FVCM)",RunSomeWares,2/27/2025
"Thai Metal Aluminium Co., Ltd",RunSomeWares,2/27/2025
"Donna G. Rogers, CPA, P.A.",RunSomeWares,2/27/2025
teamwass.com,ransomhub,2/27/2025
Mercury Paper Inc,akira,2/27/2025
ARCHIVE10,clop,2/27/2025
THERMOTRAFFIC.COM,clop,2/27/2025
PHONONET.DE,clop,2/27/2025
UNITEDLEGWEAR.COM,clop,2/27/2025
HOMEDEPOT.COM.MX,clop,2/27/2025
INNOVSYS.COM,clop,2/27/2025
INTELEKTECHNOLOGIES.COM,clop,2/27/2025
INTERCHARGE.DE,clop,2/27/2025
INTERFACTURA.COM,clop,2/27/2025
INNOVADOR.COM.MX,clop,2/27/2025
ID-GP.COM,clop,2/27/2025
IUSA.MX,clop,2/27/2025
IDPE.CO,clop,2/27/2025
JAYAAPPARELGROUP.COM,clop,2/27/2025
JENNE.COM,clop,2/27/2025
JOBAR.COM,clop,2/27/2025
JOHNPAULRICHARD.COM,clop,2/27/2025
JPWEST.COM,clop,2/27/2025
JDADELIVERS.COM,clop,2/27/2025
KEELEWAREHOUSING.COM,clop,2/27/2025
KIKKERLAND.COM,clop,2/27/2025
KIRCHNERBEER.COM,clop,2/27/2025
KNFILTERS.COM,clop,2/27/2025
KOCHLOGISTICS.COM,clop,2/27/2025
KOLCRAFT.COM,clop,2/27/2025
KURTADLER.COM,clop,2/27/2025
www.nasonptc.com,ransomhub,2/27/2025
KWIKGOAL.COM,clop,2/27/2025
KEELEWL.COM,clop,2/27/2025
LAPOLICEGEAR.COM,clop,2/27/2025
LEADINGLADY.COM,clop,2/27/2025
LENMAX.COM,clop,2/27/2025
LITTLEARTH.COM,clop,2/27/2025
LNFDISTRIBUTORS.COM,clop,2/27/2025
LOSCAB.COM,clop,2/27/2025
LYNNS.COM,clop,2/27/2025
LAWSONROANOKE.COM,clop,2/27/2025
LOLLYTOGS.COM,clop,2/27/2025
MAJORLABELGROUP.COM,clop,2/27/2025
MARELLI.COM,clop,2/27/2025
MCARDLESKEATH.COM,clop,2/27/2025
MEDCODATA.COM,clop,2/27/2025
MEGATOYS.COM,clop,2/27/2025
MERANGUE.COM,clop,2/27/2025
MERIDIANGROUPREM.COM,clop,2/27/2025
METOOSHOES.COM,clop,2/27/2025
MGAE.COM,clop,2/27/2025
MGAINNOVATION.COM,clop,2/27/2025
MONARCHBRANDS.COM,clop,2/27/2025
MORET.COM,clop,2/27/2025
MUNDI.COM,clop,2/27/2025
MUXIE.COM,clop,2/27/2025
METALANDWIRE.COM,clop,2/27/2025
MERCERLOGISTICS.COM,clop,2/27/2025
MAHARTOOL.COM,clop,2/27/2025
MAINFREIGHT.COM,clop,2/27/2025
MYSTICAPPAREL.COM,clop,2/27/2025
MCWILLIAMSMOVING.COM,clop,2/27/2025
MAE.LOCAL,clop,2/27/2025
MCCUBBIN.COM,clop,2/27/2025
MMSUPPLY.COM,clop,2/27/2025
MDS.LOCAL,clop,2/27/2025
MAGTARSALES.CA,clop,2/27/2025
MAPLELEAFFARMS.COM,clop,2/27/2025
NATURESWEET.COM,clop,2/27/2025
NETPLUSTMS.COM,clop,2/27/2025
NMR.CO.UK,clop,2/27/2025
NPLUS1TECHNOLOGIES.COM,clop,2/27/2025
NYCALLIANCE.COM,clop,2/27/2025
NORTHWIRE.COM,clop,2/27/2025
NRESPONSE.COM,clop,2/27/2025
NEBRASKAWAREHOUSE.LOCAL,clop,2/27/2025
O2COOL.COM,clop,2/27/2025
OFFICEBASICS.COM,clop,2/27/2025
OLDSPRODUCTS.COM,clop,2/27/2025
ONWBEER.COM,clop,2/27/2025
OUTERSTUFF.COM,clop,2/27/2025
OREGONFRUIT.COM,clop,2/27/2025
OBJECTIF-EMBALLAGES.FR,clop,2/27/2025
OUTSOURCELOGISTICS.COM,clop,2/27/2025
PACIFIC-TEXTILE.COM,clop,2/27/2025
PAIGE.COM,clop,2/27/2025
PAIGEDENIM.COM,clop,2/27/2025
PANEUROFOODS.COM,clop,2/27/2025
PARTNER.RO,clop,2/27/2025
PDSITE.COM,clop,2/27/2025
PELLONPROJECTS.COM,clop,2/27/2025
PEMAMERICA.COM,clop,2/27/2025
PERRONEANDSONS.COM,clop,2/27/2025
PETMATE.COM,clop,2/27/2025
PHYSICALDISTRIBUTIONSERVICES.COM,clop,2/27/2025
PIPERSYSTEMS.COM,clop,2/27/2025
PITSCO.COM,clop,2/27/2025
PRESPERSE.COM,clop,2/27/2025
PRIMELINE.NET,clop,2/27/2025
PTCOUPLING.COM,clop,2/27/2025
PUROLATORINTERNATIONAL.COM,clop,2/27/2025
PTIDOM.LOCAL,clop,2/27/2025
QBTRANSPORTATION.COM,clop,2/27/2025
RADLEY.COM,clop,2/27/2025
RANDSTRUCKING.COM,clop,2/27/2025
RAYTIK.COM,clop,2/27/2025
RDSGAMING.COM,clop,2/27/2025
REDDYICE.COM,clop,2/27/2025
REESECHEMICAL.COM,clop,2/27/2025
REESEPHARMACEUTICAL.COM,clop,2/27/2025
REGENCY-RIB.COM,clop,2/27/2025
REMAFOODS.COM,clop,2/27/2025
REV.DE,clop,2/27/2025
ROUNDHOUSEGROUP.COM,clop,2/27/2025
ROYALLEMKES.NL,clop,2/27/2025
REDCLAYGOURMET.COM,clop,2/27/2025
REVITALASH.COM,clop,2/27/2025
SAKAR.COM,clop,2/27/2025
SALSON.COM,clop,2/27/2025
SALTEDAWG.COM,clop,2/27/2025
SANTAFENYSHOP.COM,clop,2/27/2025
SATCO.COM,clop,2/27/2025
SAUNDERSMIDWEST.COM,clop,2/27/2025
SEA-JET.COM,clop,2/27/2025
SGEMESA.COM,clop,2/27/2025
SGKINC.COM,clop,2/27/2025
SHIPGFS.COM,clop,2/27/2025
SIMPLEHUMAN.COM,clop,2/27/2025
SLTRANS.COM,clop,2/27/2025
SOBELATHOME.COM,clop,2/27/2025
SPARTANLOGISTICS.COM,clop,2/27/2025
STANLEYCREATIONS.COM,clop,2/27/2025
STARMARKETINGCANADA.COM,clop,2/27/2025
STELLARPACK.COM,clop,2/27/2025
STEPHENJOSEPHGIFTS.COM,clop,2/27/2025
STEVENSONBEERDISTRIBUTING.COM,clop,2/27/2025
STILACOSMETICS.COM,clop,2/27/2025
STUDIODESIGNS.COM,clop,2/27/2025
SENAO.COM.TW,clop,2/27/2025
SUN-RICH.COM,clop,2/27/2025
SEA-DELIGHT.CA,clop,2/27/2025
SUPPLYON.COM,clop,2/27/2025
SDITECH.COM,clop,2/27/2025
SCOPEIMPORTS.LOCAL,clop,2/27/2025
STAR.LOCAL,clop,2/27/2025
SJI.LOCAL,clop,2/27/2025
SCHAWK.COM,clop,2/27/2025
SAMSCLU.COM,clop,2/27/2025
TALLTAILSDOG.COM,clop,2/27/2025
TARATOY.COM,clop,2/27/2025
TERINICHOLS.COM,clop,2/27/2025
THEMEZZSHOPPE.COM,clop,2/27/2025
THENORTHWEST.COM,clop,2/27/2025
TOTALWINE.COM,clop,2/27/2025
TPGXML.COM,clop,2/27/2025
TRENDSPOTINC.COM,clop,2/27/2025
TRIBORO.COM,clop,2/27/2025
TRIMACO.COM,clop,2/27/2025
TUCKERCO.COM,clop,2/27/2025
TUXTON.COM,clop,2/27/2025
TRIPLE8.CA,clop,2/27/2025
TWTDIST.COM,clop,2/27/2025
TIMKEN.COM,clop,2/27/2025
TESISQUARE.COM,clop,2/27/2025
TWINSTARHOME.COM,clop,2/27/2025
TILLSONBURGHYDRO.CA,clop,2/27/2025
TITESI.LOCAL,clop,2/27/2025
UNITERS.COM,clop,2/27/2025
UPPERLAKESFOODS.COM,clop,2/27/2025
USM-INC.COM,clop,2/27/2025
UNIVERSALWAREHOUSES.COM,clop,2/27/2025
UNIEK.INTERNAL,clop,2/27/2025
VALLEYDIST.COM,clop,2/27/2025
VERSAILLES-INC.COM,clop,2/27/2025
VERSANTTECHNOLOGIES.COM,clop,2/27/2025
VIDAGROUP.COM,clop,2/27/2025
VIKINGWEAR.COM,clop,2/27/2025
VLCDISTRIBUTION.COM,clop,2/27/2025
VPGLOBAL.COM,clop,2/27/2025
VSSLOGISTICS.COM,clop,2/27/2025
VSSTRANSPORTATIONGROUP.COM,clop,2/27/2025
VANDALE.COM,clop,2/27/2025
WELCOMEIND.COM,clop,2/27/2025
WENDOVERART.COM,clop,2/27/2025
WERTEX.COM,clop,2/27/2025
WHEELS.COM,clop,2/27/2025
WKKELLOGG.COM,clop,2/27/2025
EMSONUSA.COM,clop,2/27/2025
ENCHANTEACCESSORIES.COM,clop,2/27/2025
ENTERATEK.MX,clop,2/27/2025
ESBERBEVERAGE.COM,clop,2/27/2025
ESSEXPOWERLINES.CA,clop,2/27/2025
EXCELLED.COM,clop,2/27/2025
EZUP.COM,clop,2/27/2025
EQLOGISTICS.US,clop,2/27/2025
EMSON.COM,clop,2/27/2025
EXPORTPACKERS.COM,clop,2/27/2025
EARLE.LOCAL,clop,2/27/2025
EMDOMAIN4.LOCAL,clop,2/27/2025
EMETER.COM,clop,2/27/2025
EZUPPRO.COM,clop,2/27/2025
FAUSTDISTRIBUTING.COM,clop,2/27/2025
FERNGROUP.COM,clop,2/27/2025
FFL-GROUP.COM,clop,2/27/2025
FINLEYBEER.COM,clop,2/27/2025
FOODIMPORTGROUP.COM,clop,2/27/2025
FORDSTORAGE.COM,clop,2/27/2025
FOTE.COM,clop,2/27/2025
FUN-WORLD.NET,clop,2/27/2025
FORTFORWARDING.COM,clop,2/27/2025
FLORENCECORPORATION.COM,clop,2/27/2025
FASHION.PRI,clop,2/27/2025
GAIAM.COM,clop,2/27/2025
GATE7LLC.COM,clop,2/27/2025
GBBEV.COM,clop,2/27/2025
GERSONANDGERSON.COM,clop,2/27/2025
GETGARVEYS.COM,clop,2/27/2025
GHENT.COM,clop,2/27/2025
GIBSONHOMEWARES.COM,clop,2/27/2025
GNSWORLD.COM,clop,2/27/2025
GOURMETTRADING.NET,clop,2/27/2025
GSMETALL.COM,clop,2/27/2025
GTIMPORTS.NET,clop,2/27/2025
GULFSTATESCS.COM,clop,2/27/2025
GREATPLAINSDISTRIBUTORS.COM,clop,2/27/2025
GALATECHNOLOGY.CO.UK,clop,2/27/2025
GARDNERHEALTHSERVICES.ORG,clop,2/27/2025
GARAN MANUFACTURING,clop,2/27/2025
HALGAND.COM,clop,2/27/2025
HANSONCOLDSTORAGE.COM,clop,2/27/2025
HANSONFASO.COM,clop,2/27/2025
HENDERSONSTAMPING.COM,clop,2/27/2025
HENRYKA.COM,clop,2/27/2025
HIGHBARTRADING.COM,clop,2/27/2025
HOLLANDIADAIRY.COM,clop,2/27/2025
HP.COM,clop,2/27/2025
HPE.COM,clop,2/27/2025
CMCOLDSTORES.COMCODAGAMI.COM,clop,2/27/2025
Praxis Eins,akira,2/27/2025
Meta E2 F,akira,2/27/2025
Lee Enterprises,qilin,2/27/2025
www.townofbourne.com,ransomhub,2/27/2025
sublettecountywy.gov,incransom,2/28/2025
Window Worldof Raleigh,akira,2/28/2025
Castle Rock ConstructionCompany,akira,2/28/2025
Houston Symphony,qilin,2/28/2025
ctpomd,qilin,2/28/2025
Inversiones Clinica Del Meta SA,ransomblog_noname,2/28/2025
OneDealer,hellcat,2/28/2025
Ministry of Health of Palau,qilin,2/28/2025
Engineering Mechanics,lynx,2/28/2025
isurges.com,funksec,2/28/2025
jastreet.com ,funksec,2/28/2025
Moon,funksec,2/28/2025
stayzapp.in,funksec,2/28/2025
plasseramerican.com,safepay,2/28/2025
mytower.com.br,funksec,2/28/2025
www.journeyoilfield.net,ransomhub,2/28/2025
www.casinoessentials.com,ransomhub,2/28/2025
stanleyconsultants.com,cactus,2/28/2025
"Newton & Associates, Inc",rhysida,3/1/2025
The Smeg Group,interlock,3/1/2025
"Wayne County, Michigan",interlock,3/1/2025
City of Aurora,medusa,3/1/2025
Kable Product Services,medusa,3/1/2025
GS Floor Designs,dragonforce,3/1/2025
APTEAN.COM,clop,3/1/2025
JEFFREYCOURT.COM,clop,3/1/2025
breakawayconcretecutting.com,incransom,3/1/2025
germancentre.sg,incransom,3/2/2025
Workforce Group,killsec,3/2/2025
Bell Ambulance,medusa,3/2/2025
gruppocogesi.org,lockbit3,3/2/2025
FM.GOB.AR,monti,3/2/2025
Ganong Bros,play,3/2/2025
International Process Plants,play,3/2/2025
Optometrics,play,3/2/2025
M&n Management,play,3/2/2025
Couri Insurance Agency,play,3/2/2025
North American Fire Hose,play,3/2/2025
IT-IQ Botswana,play,3/2/2025
Pre Con Industries,play,3/2/2025
ceratec.com,abyss,3/3/2025
Research Electronics International ,nitrogen,3/3/2025
Forstenlechner Installationstechnik,akira,3/3/2025
K**d.edu,flocker,3/3/2025
S********e.com,flocker,3/3/2025
Klesk Metal Stamping Co (kleskmetalstamping.com),fog,3/3/2025
Central McGowan (centralmcgowan.com),fog,3/3/2025
La UniÃ³n,lynx,3/3/2025
Utsunomiya Central Clinic,qilin,3/3/2025
quigleyeye.com,cactus,3/3/2025
New .Gov ?,arcusmedia,3/3/2025
ICO,arcusmedia,3/3/2025
synaptic.co.tz,arcusmedia,3/3/2025
Grafitec,arcusmedia,3/3/2025
RJ IT Solutions,arcusmedia,3/3/2025
logic insectes,arcusmedia,3/3/2025
Itapeseg,arcusmedia,3/3/2025
Openreso,arcusmedia,3/3/2025
LINKGROUP,arcusmedia,3/3/2025
Vitenas Cosmetic Surgery,kairos,3/3/2025
Sunnking SustainableSolutions,akira,3/3/2025
usarice.com,kairos,3/3/2025
drvitenas.com,kairos,3/3/2025
andreyevengineering.com,ransomhub,3/3/2025
familychc.com,ransomhub,3/3/2025
cimenyan.desa.id,funksec,3/4/2025
InternetWay,apos,3/4/2025
Netcom-World,apos,3/4/2025
IOVATE.COM,clop,3/4/2025
peruzzi.com,qilin,3/4/2025
bpmmicro.com,qilin,3/4/2025
rockhillwc.com,qilin,3/4/2025
Ewald Consulting,bianlian,3/4/2025
Legal Aid Society of Salt Lake,bianlian,3/4/2025
"Garner, P.C.",bianlian,3/4/2025
Tata Technologies,hunters,3/4/2025
Seabank Group,lynx,3/4/2025
goencon.com,ransomhub,3/4/2025
Ray Fogg Corporate Properties,akira,3/4/2025
Grupo Baston Aerossol (baston.com.br),fog,3/4/2025
FANTIN group,akira,3/4/2025
"Mosley Glick Oâ€™Brien, Inc.",bianlian,3/4/2025
"Brien, Inc.",bianlian,3/4/2025
Keystone Pacific Property Management LLC,bianlian,3/4/2025
Wendy Wu Tours,killsecurity,3/4/2025
Pampili (pampili.com.br),FOG,3/4/2025
"PFS Grupo - Plan de igualdad, Sostenibilidad",qilin,3/4/2025
Makesworth Accountants,ransomexx,3/4/2025
Lakeshore Title Agency,ransomexx,3/4/2025
Grupo Vargas,ransomexx,3/4/2025
dsrny.com,ransomhub,3/4/2025
Phoenix,monti,3/4/2025
365labs - Security Corp,monti,3/4/2025
USA Rice<br />,kairos,3/5/2025
"Chicago Doorways, LLC",qilin,3/5/2025
"Best Collateral, Inc.",rhysida,3/5/2025
Schmiedetechnik Plettenberg GmbH & Co KG,lynx,3/5/2025
www.cda.be,ransomhub,3/5/2025
www.sunsweet.com,ransomhub,3/5/2025
www.japanrebuilt.jp,ransomhub,3/5/2025
City Plumbing & Electric Supply Co,akira,3/5/2025
Cyncly Company,akira,3/5/2025
Adrenalina,akira,3/5/2025
www.black-star.fr,ransomhub,3/5/2025
"SCOLARO FETTER GRIZANTI & McGOUGH, P.C. (scolaro.com)",fog,3/5/2025
willms-fleisch.de,safepay,3/5/2025
Pervedant,lynx,3/5/2025
The 19 biggest gitlabs,fog,3/5/2025
Krisala Developer (India),skira,3/6/2025
CCL Products India,skira,3/6/2025
Carruth Compliance Consulting,skira,3/6/2025
Law Diary (USA),skira,3/6/2025
City government office in Van (Turkey) - van.bel.tr,skira,3/6/2025
USGS,fog,3/6/2025
Melexis,fog,3/6/2025
Eumetsat,fog,3/6/2025
Blue Planet,fog,3/6/2025
Inet,fog,3/6/2025
Kotliva,fog,3/6/2025
Inelmatic,fog,3/6/2025
Euranova,fog,3/6/2025
InfoReach,fog,3/6/2025
Kr3m,fog,3/6/2025
Neopoly,fog,3/6/2025
Flightsim studio,fog,3/6/2025
CIE,fog,3/6/2025
Aeonsparx,fog,3/6/2025
FHNW,fog,3/6/2025
Engikam,fog,3/6/2025
Manning Publications Co.,fog,3/6/2025
Bizcode,fog,3/6/2025
1X Internet,fog,3/6/2025
Oberlin Cable Co-op (oberlin.net),fog,3/6/2025
Ministry of Foreign Affairs of Ukraine,qilin,3/6/2025
Naples Heritage Golf & Country Club,incransom,3/6/2025
"Connekted, Inc.",qilin,3/6/2025
agi.net,monti,3/6/2025
lovesac.com,ransomhub,3/6/2025
hickorylaw.com,ransomhub,3/6/2025
WJCC Public Schools (wjccschools.org),FOG,3/6/2025
Adval Tech,lynx,3/6/2025
Dynamic Closures,lynx,3/6/2025
www.convention.qc.ca,ransomhub,3/6/2025
www.centersheetmetal.com,ransomhub,3/6/2025
Tugwell Pump & Supply,lynx,3/6/2025
www.hinton.ca,ransomhub,3/6/2025
www.portlandschools.org,ransomhub,3/6/2025
RFA Decor,akira,3/6/2025
Fragola S.p.A,weyhro,3/6/2025
"MBI International, Inc.",weyhro,3/6/2025
Avantune Corporation,weyhro,3/6/2025
"Resnick & Caffrey, PC",weyhro,3/6/2025
"Central Electropolishing Company, Inc.",weyhro,3/6/2025
sorbonne-universite.fr,funksec,3/7/2025
srmg.com.au,ransomhub,3/7/2025
wheats.com,ransomhub,3/7/2025
Sittab INC,akira,3/7/2025
ACDC Express,lynx,3/7/2025
Aj Taylor Electrical Contractors Ltd,sarcoma,3/7/2025
Swift Haulage Berhad,akira,3/7/2025
www.cdg.us,qilin,3/7/2025
bayvillage.org,ransomhub,3/7/2025
ADDA (adda.io),ransomexx,3/7/2025
lofotenseafood.com,lynx,3/7/2025
Hancock Public School,interlock,3/7/2025
total-ps.com,ransomhub,3/7/2025
REYCOTEL,arcusmedia,3/7/2025
Minnesota Orthodontics,bianlian,3/7/2025
Island Realty,bianlian,3/7/2025
Allworx,bianlian,3/7/2025
Tech NH,lynx,3/8/2025
univ-rennes.fr,funksec,3/8/2025
www.jpwindustries.com,ransomhub,3/8/2025
mitchellmcnutt.com,ransomhub,3/8/2025
www.dcarosolutions.com,ransomhub,3/8/2025
Asia University,crazyhunter,3/9/2025
Mackay Hospital,crazyhunter,3/9/2025
Huacheng Electric,crazyhunter,3/9/2025
Changhua Christian Hospital,crazyhunter,3/9/2025
Insider Technologies Limited,embargo,3/9/2025
British virgin islands London Office,rhysida,3/9/2025
Nor Arc,play,3/9/2025
Dectron,play,3/9/2025
Clawson Honda,play,3/9/2025
Holiday Comfort,play,3/9/2025
Buckley BalaWilson Mew,play,3/9/2025
Yorke & Curtis,play,3/9/2025
Peak Season,play,3/9/2025
Gevril,play,3/9/2025
T J Machine & Tool,play,3/9/2025
Compound Solutions,play,3/9/2025
Syma-System,play,3/9/2025
Jerue Companies,play,3/9/2025
KH OneStop,qilin,3/9/2025
prelco.ca,qilin,3/9/2025
Greenwood Village South GVS,incransom,3/9/2025
State Bar of Texas (www.texasbar.com),incransom,3/9/2025
Salemerode.com,flocker,3/9/2025
klabs.it,funksec,3/9/2025
BerksBar.org,incransom,3/9/2025
baldaufarchitekten.de,incransom,3/9/2025
williampevear.com,incransom,3/9/2025
emperors.edu,incransom,3/9/2025
CPI Books,medusa,3/9/2025
Customer Management Systems,medusa,3/9/2025
E Leet Woodworking,dragonforce,3/9/2025
Steel Dynamics UK,dragonforce,3/9/2025
Vercoe Insurance Brokers,dragonforce,3/9/2025
Cotswold Fayre,dragonforce,3/9/2025
wog-kaiserbaeder.de,incransom,3/9/2025
ACTi Corporation,lynx,3/9/2025
Dacas Argentina,qilin,3/10/2025
mazars.fr,babuk2,3/10/2025
GPS 909,akira,3/10/2025
[DISCLOSED]Nationz Technologies Inc.,ransomhouse,3/10/2025
The Loretto Hospital,ransomhouse,3/10/2025
Fickling & Company,akira,3/10/2025
"Safe-Strap Company, LLC",akira,3/10/2025
www.hexosys.com,ransomhub,3/10/2025
Arcusin,akira,3/10/2025
Pacific Honda Company,akira,3/10/2025
"Callico Distributors, Inc.",akira,3/10/2025
Fred Salvucci,kairos,3/10/2025
Mandarin.com.br,babuk2,3/10/2025
dccsagroup.com&csahome.com,ransomhub,3/10/2025
Access to Indian Ministry of Defence and Military Secret (DRDO) documents By Babuk Locker ...,babuk2,3/10/2025
bank.pingan.com (CN),babuk2,3/10/2025
misaludhealth.com,babuk2,3/10/2025
petstop.com Company,babuk2,3/10/2025
Magnolia Manor (magnoliamanor.com),fog,3/10/2025
forvismazars.com.fr ( mazars.fr ),babuk2,3/11/2025
Wilkinson Rogers (wilkinsonrogers.com),fog,3/11/2025
lexmark.com Company,babuk2,3/11/2025
wapda.gov.pk,babuk2,3/11/2025
fnde.gov.br brazilian government,babuk2,3/11/2025
isee-eg.com,funksec,3/11/2025
Princeton Hydro,akira,3/11/2025
Essex County OB/GYN Associates,incransom,3/11/2025
All4Labels - Global Packaging Group,akira,3/11/2025
Edesur Dominicana,hunters,3/11/2025
Veristat,akira,3/11/2025
"WAUGH & GOODWIN, LLP",akira,3/11/2025
Taking stock of February 2025,akira,3/11/2025
wmk-hvb.de,incransom,3/11/2025
Longue Vue Club,lynx,3/11/2025
ciscientific.com.au,lynx,3/11/2025
Suder&Suder,qilin,3/11/2025
 Research Electronics International ,nitrogen,3/11/2025
Springfield Water and Sewer Commission,lynx,3/11/2025
"Gaines County, Texas",qilin,3/11/2025
Trymata,killsec,3/11/2025
Skyward Specialty Insurance,killsec,3/11/2025
cali.losolivos.co,safepay,3/11/2025
motomecanica.com,safepay,3/11/2025
jockeysalud.com.pe,safepay,3/11/2025
lgipr.com,safepay,3/11/2025
havenresorts.com,safepay,3/11/2025
ultimateclasslimo.com,safepay,3/11/2025
tradingacademy.com,safepay,3/11/2025
Baykar Turkish defense company C4I and artificial intelligence,babuk2,3/12/2025
unimore.it,funksec,3/12/2025
HYPERNOVA TELECOM,arcusmedia,3/12/2025
HYPONAMIRU,arcusmedia,3/12/2025
